question,answer
"dokter mau nanya dong dokter. saya suka pusing oleng, trs telinga saya itu berdengung, kaya keseimbangan saya itu kurang dok. lalu saya cari2 tau di internet ketemu penyakit otosclerosis. apakah yang saya alami ini gejala dari penyakit otosclerosis dokter sebenernya penyakit itu apa sih dokter namanya masih asing buat saya. mohon infonya dok","sering pusing disertai telinga berdengung bisa saja muncul akibat otosklerosis. kondisi ini mengacu pada pengerasan tulang atau pertumbuhan tulang abnormal di telinga tengah, yang diduga muncul karena beberapa faktor, seperti keturunan, beberapa jenis infeksi, riwayat cidera, hingga daya tahan tubuh yang lemah."
"assalamualaikum dok, saya sudah sekitar 3 hari ini mengalami gatal di muka saya dok. gatalnya ini sampe bikin wajah saya merah dan bengkak.... kulit saya ini pun jadi terasa menebal dok. kira kira ini kenapa ya dan apa saran atau obat yg tepat untuk ini terimakasih","waalaikumsalam, alo selamat siangkeluhan kulit wajah yang gatal disertai merah dan bengkak dimana kondisi ini dapat disebabkan karena adanya iritasi, alergi maupun infeksi pada kulit wajah, untuk memastikan penyebabnya harus dilakukan pemeriksaan secara langsung ke dokter atau dokter kulit."
"pagi dok.. dok, beberapa hari ini saya nyeri pinggang belakang, dan di sekitar atas pantat. garagaranya mungikn kemaren saya angkat keranjang cucian yang lumayan agak berat dan posisi mengambilnya saya agak bungkuk. rasanya clengcleng hingga ke lutut kiri, dan ga bisa bungkuk, dari posisi duduk mau berdiri susah sakit banget soalnya. yang saya alami ini apakah ciriciri penyakit encok dokter","alo, selamat siangsakit pinggang paling sering disebabkan oleh cedera otot atau sendi di area pinggang, yang dimana bisa disebabkan oleh akibat posisi tubuh yang salah, mengangkat benda berat atau melakukan gerakan secara berulang, selain itu juga bisa terjadi akibat duduk terlalu lama. kondisi yang anda alami nyeri pinggang bisa jadi akibat cedera otot akibat mengangkat benda berat."
"siang dok, izin bertanya. saya baru selesai nifas dan kemarin baru pasang kb implan, bolehkah jika langsung berhubungan intim dok atau kapan kiranya waktu yg tepat untuk hubungan intim biar gak hamil dok terimakasih dok sebelumnya.","selamat sore, terima kasih telah bertanya di alodokter. implan merupakan salah satu metode kontrasepsi yang bekerja dengan mempengaruhi keseimbangan hormon tubuh. metode ini dilakukan dengan memasukkan tabung dengan ukuran kurang lebih mirip korek api ke bawah jaringan kulit pada lengan atas. tabung ini kemudian akan melepaskan hormon progesteron dan akan mengalir melalui darah, untuk kemudian mencegah kehamilan.mengenai pertanyaan anda, dibutuhkan waktu untuk implan tersebut bekerja setelah dipasang pada lengan, yakni kurang lebih selama seminggu atau tujuh hari."
"pakdokter saya mau bertanya. istri saya kalau batuk suka mengeluarkan darah merah, saya mau tanyan kalau obat tradisional untuk mengatasinya apa ya dok . sebelumnya terimakasih.","alo, selamat siangbatuk darah atau dalam dunia medis disebur dengan hemoptisis yaitu suatu kondisi batuk berdahak yang mengandung darah yang dimana darah ini bisa berasal dari hidung, tenggorokan, batang tenggorokan dan paruparu. batuk berdarah menandakan adanya kerusakan pembuluh darah di sekitar saluran pernapasan ada beberapa penyebabnya seperti infeksi paru pneumonia, tbc, pecahnya pembuluh darah di saluran pernapasan, cedera di daerah dada dan kanker paru. selain itu bisa pula disbebakan akibat kondisi lain berupa efek samping obat pengencer darah, batuk kronis dan lainnya."
"selamat siang dok, saya seorang atlit dok, saya punya varises di kaki saya bagian belakang dok. kata orang bisa ilangin varises pake batu es.. apakah benar ya dok dengan mengkompres kaki dengan batu es dapat menghilangkan sakit varises kalau memang iya, apakah baik jikalau selama habis lari langsung dikompres pakai batu es. dan satu lagi dok, tolong penjelasan dimana tepatnya yg harus dikompres pada bagian kaki terimakasi banyak dok atas jawabannya","alo, selamat siangvarises ialah suatu kondisi pembengkakan atau pelebaran pembuluh darah vena akibat penumpukan darah di dalam pembuluh tersebut. sehingga menyebabkan pembuluh vena menjadi berwarna keungunan atau biru gelap dan tampak menonjol. varises paling sering terjadi ditungkai, terutama betis karena adanya tekanan saat bediri dan berjalan. varises terjadi akibat lemah atau rusaknya katup vena."
"doc saya cewek umur 17 tahun, saya baru melakukan tindik di puting payudara saya dok.. udah 2 hari yg lalu sih dok, tapi ini pas udah 2 hari eh di tindikannya itu malah terasa nyeri dan bengkak. selain itu juga nyerinya makin terasa pas saya sentuh, apakh ini tanda infeksi ya dok","selamat siang, terima kasih telah bertanya di alodokter. ada sejumlah pertanda infeksi, diantaranya adalah rasa nyeri, kemerahan, pembengkakan, teraba hangat, dan bisa juga dengan keluarnya nanah. pada kasus anda, dengan adanya rasa nyeri dan bengkak, ini bisa jadi merupakan pertanda infeksi. namun karena baru dua hari, dan bagaimanapun ini adalah tindakan melukai jaringan tubuh, mungkin kita bisa melihat dulu perkembangannya dalam beberapa hari kedepan."
"permisi dokter, dok saya ingin nanya. sudah berharihari otot paha saya terasa nyeri, kadang ada sensasi geli, menggelitik dan tertusuktusuk, kebas. penyakit apa yg saya alami ini dok dan solusi menghilangkannya bagaimana ya dok","selamat sore, terima kasih telah bertanya di alodokter. keluhan yang anda alami bisa terjadi karena berbagai kemungkinan faktor, diantaranya adalahsaraf terjepitiritasi pada sarafcedera otot, bisa karena benturan atau aktivitas fisik berlebihangangguan asupan mineraldan bisa juga kemungkinan lain tergantung dari hasil pemeriksaan, seperti apakah ada kemerahan, apakah terjadi pada kedua paha atau hanya salah satunya, apakah ada benjolan, pada kondisi seperti apa saja keluhannya muncul, dan lain sebagainya."
"alodokter, dok saya semalam hubungan intim sama suami, saat penis di tarik dari vagina, vagina saya keluar seperti ampas tahu dan baunya tidak enak dok. bau amis, vagina saya pun gatal. itu normal ga ya dok begitu saat hubungan intim kalau tidak normal saya harus gimana ya dok","alo. terimakasih telah bertanya kepada alodokter.keluhan vagina terasa gatal, berbau amis dan keluar cairan seperti ampas tahu setelah berhubungan seksual dapat disebabkan oleh banyak hal. mengetahui penyebab menjadi hal yang penting untuk ketepatan penanganan. beberapa hal yang mungkin menjadi penyebab keluhan di antaranya yaituterjadi iritasi vagina.infeksi jamur kandidiasis vagina.vaginosis bakteri.penyakit menular seksual pms.menopouse.kanker vulva.lichen sklerosis.kondisi psikologis stres."
"dok seminggu kemaren saya dan anak saya pergi liburan ke pantai, anak saya cowo usia 7 tahun kok muncul seperti mata panda di kelopak mata bawah., ada lingkaran hitam di bawah mata anak saya dok. ini penyebabnya apa ya dok dan solusinya seperti apa","alo, terima kasih banyak atas pertanyaannya untuk alodokter.munculnya lingkaran hitam di bawah mata anak seperti mata panda, dapat disebabkan oleh berbagai macam kemungkinan penyebab yaitu seperti alergi, dehidrasi, faktor genetik atau keturunan, paparan sinar matahari berlebih yang dapat meningkatkan produksi melanin atau pigmen kulit."
"maaf dok. sy mau bertnya. anak saya umur 2 tahun lagi demam udah 3 hari ini dok, boleh gak ya kalo saya bawa anak saya di injeksi aja biar demamnya bisa cepat turun","demam pada anak usia 2 tahun bisa terjadi karena infeksi, pajanan cuaca ekstrim, kelelahan beraktifitas, efek samping imunisasi, gangguan autoimun, dan banyak lagi penyakit lainnya. sejatinya, tidak selalu demam harus langsung ditangani obat, termasuk obat suntik injeksi."
"saya usianya sekarang 16 tahun dokter, dari jaman sd temen2 saya payudaranya udah muncul dan gedean dikit, tapi saya kok gini2 ajaj ya dokter, terkesan tidak ada perkembangan dan mengecil mulu. kirakira apa penyebabnya dokter alo dan apakah ada suplemen apa minyak untuk menyuburkan payudara saya ini dokter","selamat siang, terima kasih telah bertanya di alodokter. ukuran dan bentuk payudara, sepenuhnya tergantung dari faktor genetik seseorang, dan sejauh ini belum ada cara alami yang bisa memanipulasi atau mengubah hal tersebut. pada sebagian orang, ukuran payudaranya membesar secara cepat setelah ia memasuki usia pubertas. pada sebagian yang lain, ukurannya bertambah secara bertahap hingga mendekati usia dewasa muda, dan pada sebagian yang lain, perubahannya bisa tidak begitu signifikan.secara umum, bertambahnya berat badan juga bisa memicu pertambahan ukuran payudara."
"dari kemaren saya nyeri dada dok, dulu pernah begini juga dan diperiksakan ke dokter saya gada penyakit jantung, ini kemaren saya kan begini lagi. obatnya pake apa sih dokter bisa gak pake paracetamol untuk pereda nyeri dada","nyeri dada, selain karena penyakit jantung, bisa juga muncul karena pencetus lainnya, misalnya kram otot, syaraf kejepit, dispepsia, bronkhitis, pleuritis, fibromyalgia, neuropati perifer, gangguan cemas, pneumonia, batu atau radang empedu, dan sebagainya.sebagai penanganan awal untuk meringankan nyeri di dada, anda bisa saja meminum obat paracetamol."
"dok, saya sudah cukup lama mengalami gangguan tidur. saya selalu berusaha untuk memperbaiku pola tidur, saya sudah mengikuti berbagai cara yg saya baca di internet seperti olahraga sblm tidur, makan minum yg menyebabkan kantuk, tidak tidur di siang hari, tidur dgn lampu redup bahkan sampai menghindari kafein. tapi tetap saja pola tidur saya tidak membaik. sekalinya membaik paling hanya beberapa hari saja. saya udah bingung harus apalagi, akhirnya saya disarankan teman untuk minum obat ctm, agar bisa tidur. tapi setahu saya itu buka obat tidur dok. apakah ada obat tidur lain selain ctm",susah tidur malam hari atau disebut dengan insomnia yaitu merupakan suatu kondisi yang menyebabkan penderita sulit atau tidak bisa tidur sama sekali meski memiliki kesempatan dan waktu yang cukup untuk istirahat. jika terjadi sesekali hal ini tidak berbahaya. namun jika berlangsung lama maka kondisi ini harus ditangani.
"selamat siang alodokter, dok mau bertanya dong, adik saya usia remaja 15 tahun. gatau dari mana dia resep ini dok. seminggu 2 kali dia pake putih telur untuk masker wajahnya. sebenarnya wajahnya normal masih bagus kulitnya. apakah ada efek samping pakai putih telur untuk wajah dok","beragam literatur menyebutkan bahwa putih telur baik digunakan sebagai masker sebab mampu membuat kulit menjadi lebih kencang, lebih halus, lebih terjaga kelembabannya, produksi minyaknya lebih terkontrol, serta lebih bersih dan mengecil porinya. tindakan yang adik anda lakukan sejatinya tidak sepenuhnya salah. hanya saja, perlu juga dipahami, bahwa penggunaan masker wajah yang terbuat dari putih telur tidak selalu tepat dilakukan untuk semua kondisi kulit."
"alodokter, saya wanita usia 27 th tb 160 dan bb 58, saya udah 3 hari kebelakang sakit perut bagian bawah sampai pinggang belakang belum sembuh juga. saya hanya obatin pake obat oles biar anget saja dok. obat minum saya belom berobat. ini kirakira saya sakit apa sih dok dan saya ini pipis terusmenerus nih dok, kaya gak tuntas.","keluhan nyeri perut bawah hingga pinggang serta buang air terus menerus, kondisi ini bisa dicurigai akibat beberapa hal seperti infeksi saluran kemihbatu kandung kemihbatu ginjaldan lainnyauntuk memastikannya diperlukan pemeriksaan secara langsung ke dokter agar dilakukan pemeriksaan fisik hingga pemeriksana tambahan lainnya seperti tes urin salah satunya dengan begitu dapat dipastikan penyebabnya dan bisa ditangani dengan tepat sesuai penyebab yang mendasari."
"dok kemaren saya habis suntik kb 3 bulan trs malamnya saya iseng2 testpack karena saya sudah telat haid selama 3 hari dan teryata hasilnya positif,. itu gimana ya dok saya baru tau kalau positif hamil tapi malah sudah keburu suntuk kb 3 bulan, apakah berbahaya bagi kehamilan saya. soalnya ini kehamilan ke 2, pd kehamilan saya yg pertama keguguran. saya takut janinnya kenapa2 dokter.","alo, terima kasih atas pertanyaannya untuk alodokter.pada kebanyakan penelitian, penggunaan kontrasepsi yang tidak disengaja saat sedang mengalami kehamilan, tidak didapatkan gangguan kehamilan setelahnya, sehingga saat ini anda tidak perlu khawatir namun tetap menjaga kesehatan kehamilan dengan rutin konsumsi suplemen kehamilan setiap harinya, rutin kontrol kehamilan setiap 1 bulan sekali bersama bidan atau dokter kandungan, serta melakukan usg kandungan dengan dokter kandungan minimal 1 kali pada setiap trimester."
"sore dokter, saya mau bertanya ya dok, bukan buat saya sebenarnya, tapi ini buat ayah saya.. jadi ayah saya cerita ke saya kalo udah mau seminggu ini badannya tuh rasanya lemas banget dok, dan terkadang muncul rasa cekit seperti kesemutan gitu.. dia sebelumnya memang punya riwayat hipertensi dok, pernah suatu waktu tensinya ssampe 190110, sampe beliau harus dirawat. nah selama minum obat itu tensinya alhamdulillah lumayan terkontrol dok, kira2 penyebabnya apa ya dok ayah saya merasa lemas dan kesemutan di badannya apakah ini ada kaitan dengan hipertensi yg diderita oleh ayah saya ya dok oh ya dok, ayah saya umurnya saat ini 65 tahun ya dok","tubuh yang terasa lemas, nyeri, dan kesemutan pada penderita hipertensi sebaiknya tidak diaggap sepele. khawatirnya, keluhan ini muncul karena komplikasi dari hipertensi yang tidak terkontrol, misalnya stroke. faktor lain, seperti diabetes, kekurangan nutrisi tertentu, anemia, hipotensi, syaraf kejepit, multiple sclerosis, lemah jantung, dan sebagainya pun bisa juga turut memicu atau memperparah keluhan ini.saran kami, kondisi ayah anda segeralah diperiksakan ke dokter terdekat agar dievaluasi secara komprehensif."
"siang dokter alo, maaf dok mau nanya dong saya dok. kaki saya sering kena gatal2 gudikan, orang bilang darah saya termasuk darah kotor. emang benar dok ini tandanya darah kotor apa penyebabnya sih dok darah kotor itu","gudik dalam ranah medis biasa disebut skabies, yakni suatu infeksi kulit yang disebabkan oleh parasit sarcoptes scabiei. sejatinya, gudik tidak terkait dengan darah yang kotor. umumnya, penyakit ini muncul karena tertular dengan orang lain, baik melalui kontak langsung, maupun tidak langsung. kebersihan diri yang kurang baik dan daya tahan tubuh yang lemah juga bisa semakin memudahkan munculnya gudik."
"alodokter, dok usia saya 18 th, saya sudah 3 hari ini keputihan berlebih dan keputihan saya ini warnanya normal dok, cuma agak banyak aja, tidak gatal dan tidak bau. apakah ini normal dokter","selamat siang, terima kasih telah bertanya di alodokter. kami memahami kekhawatiran anda. keputihan pada dasarnya merupakan kondisi normal, dan merupakan cara alami tubuh untuk mengeluarkan kotoran seperti bakteri, kuman, dan sisa jaringan mati dari liang vagina.meski begitu ada beberapa pertanda keputihan tidak normal, diantaranya adalah keputihan berwarna kekuningan atau kehijauan, disertai bau amis atau bau tidak sedap lainnya, disertai rasa gatal, nyeri, dan kram. pada kasus anda di mana tidak ada keluhan lain selain jumlahnya lebih banyak dari biasanya, ini masih bisa dianggap normal."
"maaf dokter, saya mau nanya. kelopak mata kanan saya meradang dok, muncul benjolan merah, terasa nyeri dan bengkak, saya tidak tau apa penyebabnya soalnya pagi2 bangun tidur saya ngerasa begini dok. mohon bantuannya dok bagaimana cara mengobati radang kelopak mata secara alami.","alo, terima kasih atas pertanyaannya untuk alodokter.munculnya tanda peradangan pada kelopak mata bisa saja menandakan kondisi bintitan atau yang disebut dengan hordeolum jika memang disertai dengan gejala nyeri, dimana dapat terjadi karena adanya sumbatan pada kelenjar minyak di kelopak mata yang juga dapat menimbulkan infeksi dan peradangan."
"siang dok, saya mau tanya.. ibu saya setiap buang air kecil miss v nya terasa panas dan perih.. penyebabnya apa ya dok apakah boleh ibu saya minum antibiotik yg dijual bebas mohon rekomendasinya ya dok","rasa panas dan perih di vagina setiap buang air kecil pada wanita paling umum menandakan infeksi di saluran kemihnya isk. isk ini rentan dialami wanita dikarenakan jarak antara saluran kemih dengan anus dan kemaluannya yang sangat dekat. imbasnya, bakteri dari anus dan kemaluan akan lebih mudah naik ke saluran kemih dan memicu peradangan."
"saya pria umur 19 tahun dok, saya punya keluhan pipi yg tembem meskipun badan saya kurus.. bagaimana ya cara mengecilkannya dok saya sudah coba dengan senam wajah dan kumurkumur air hangat tapi masih besar terima kasih,","sebagian orang memang memiliki pipi yang cenderung tembem meski tubuhya kurus. selain karena kegemukan, biasanya hal ini terjadi karena pengaruh genetik, terlalu banyak tidur, diet tidak seimbang, efek samping obat, hingga penyakit tertentu, contohnya sindroma cushing, lemah jantung, gagal ginjal, alergi, gondongan, selulitis, gingivitis, gangguan sendi rahang, dan sebagainya."
"alodokter dok temen saya dulu promil minum vitamin e sama asam follat. dulu temen saya pake vitamin itu dok. dan berhasil, mau nanya dong dokter, vitamin program hamil emang selalu pake obat2 itu ya dokter atau ada obat yg lebih ampuh dari itu","alo, terima kasih atas pertanyaannya untuk alodokter.dalam merencanakan kehamilan atau melaksanakan program hamil memang diperlukan asupan nutrisi yang cukup baik pada istri maupun suami untuk mendukung pembentukan calon bakal janin yang cukup baik dan sehat.beberapa jenis vitamin yang dapat anda konsumsi adalah multivitamin yang mengandung vitamin a amp beta karoten, asam folat, vitamin c, vitamin d, vitamin e, vitamin b1, vitamin b2, vitamin b3, vitamin b6, dan vitamin b12."
"selamat sore dok, bulan kemarin saya baru saja operasi wasir karena udah stadium 4. kenapa ya sudah sebulan di area anus masih terasa nyeri dan susah bab. kalo bab rasanya sakit banget, apakah ini normal pasca operasi wasir biasanya berapa lama pemulihannya dok","wasir yang sudah parah berisiko menyebabkan perdarahan hebat, sumbatan saluran cerna, hingga kematian jaringan yang mematikan, sehingga perlu ditangani dengan cepat dan tepat, salah satunya dengan operasi hemoroidektomi. asal dilakukan oleh tenaga medis yang kompeten, operasi wasir ini seringnya aman dilakukan dan jarang menyisakan efek samping yang berbahaya. dalam 24 minggu pasca operasi, gejala berat seringnya sudah tidak lagi muncul, sehingga anda bisa kembali beraktifitas ringan seperti biasa tanpa kendala."
"selamat siang, saya pria 26 tahun dok. saya mau bertanya dok. bagaimana gejala awal bila terkena turun berok hernia pada pria saya soalnya udah mau 2 bulan ini saya sering merasa sakit di perut saya bagian bawah dan terasa mengganjal dok.. lambung gas nya suka ada terus. saya juga merasa berat badan saya menurun. apakah saya kena hernia dok tolong jelaskan, salam sejahtera. tuhan memberkati","turun berok dalam dunia medis disebut dengan hernia. kondisi ini merupakan suatu kondisi dimana organ dalam tubuh menonjol melalui celah pada otot atau jaringan penyangga di dalam tubuh. hal ini disebabkan karena melemahnya otot atau jaringan penyangga organ tubuh. turun berok bisa terjadi di perut, pusar dan selangkangan.tanda seseorang mengalami turun berok ialah akan merasakan adanya benjolan pada bagian tubuh tertentu, dimana benjolan ini bisa masuk kembali ke dalam tubuh bisa pula tidak dapat masuk kembali atau menetap."
"selamat pagi dok, sy mw tany gimna cara mengatasi benjolan keras akibat suntikan, apa bisa ilang benjolannya dok trims","sehabis disuntik, sebagian orang bisa mengalami benjolan di bekas suntikannya."
"dok mau tanya, makanan apa yang bisa mempercepat datangnya haid karena haid saya udah setahun terakhir ga teratur dan makin lama semakin mundur jaraknya, dok, sekarang bisa 23 bulan sekali baru saya haid tolong bantuannya ya, dok... terima kasih","terima kasih atas pertanyaannya.menstruasi yang normal berlangsung dalam siklus menstruasi yang mempunyai rentang waktu normal antara 2135 hari. sehingga bila menstruasi tidak kunjung datang setelah 35 hari maka dapat menjadi tanda siklus menstruasi tidak teratur. beberapa penyebab dari siklus menstruasi tidak teratur seperti karena stres, melakukan aktivitas berat seperti olahraga berat, berat badan turun drastis, mengalami masalah pada hormon seperti pcos, dan sebagainya."
"dok, saya mau tanya kenapa ya kadangkadang tangan saya rasanya seperti kesetrum terutama kalo lagi kerja dok. kerjaan harian saya banyak ngetik di komputer dok, bukan cuma pas kerja aja sih dok sebenernya rasa kesetrum di tangan saya ini muncul, mau buka pintu kadang kesetrum kadang tidak, bersentuhan dengan orang lain juga bisa tersetrum. penyebabnya apa ya dok kira dari tangan yg sering terasa kesetrum ini apakah ada cara mengatasinya agar tidak tersetrum lagi terima kasih",a.
"kulit wajah saya mengelupas nih dokter, awalnya saya liburan selama 4 hari dan main pana2an, saya jg udah pake sunscreen padahal dok. di hari pertama wajah saya merah, kebakar setelah hari ke 7 wajah saya mengelupas. harusnya di pakein apa ya dokter tolong bantuannya dokter. makasih","alo, selamat siangkeluhan anda disebut dengan sunbrun yaitu reaksi peradangan terhadap kerusakan radiasi uv pada lapisan terluar kulit. terlalu banyak paparan sinar uv yang berasal dari cahaya matahari dapat menembus lapisan dalam kulit dan memicu kerusakan kulit serta dapat menyebabkan kulit terbakar. gejala terbakar sinar matahari muncul beberapa jam setelah terpapar sinar matahari. tubuh akan mulai menyembuhkan dirinya sendiri dengan mengelupas lapisan atas kulit yang rusak dalam beberapa hari."
"siang dokter, saya seorang ibu dari bayi laki berumur 3 bulan. saat lahir, bayi saya bb nya 2,7kg dan lingkar kepalanya 33cm. saat ini bb bayi saya 3,5kg dengan lingkar kepala 39cm. apakah ini normal dok soalnya kalo sepenglihatan saya kepala bayi saya kecil dok","alo, saya dr. tirtawati wijaya. terima kasih sudah bertanya ke alodokter.bayi baru lahir memang mengalami pertumbuhan yang sangat pesat dan perlu dipantau ketat agar dapat segera dilakukan intervensi bila terjadi kelainan, baik yang berupa pertumbuhan terlalu cepat atau terlalu lambat. untuk itu orang tua  pengasuh perlu memeriksakan bayi secara rutin ke dokter anak, bidan, atau posyandu, sesuai dengan jadwal yang ditetapkan."
"selamat pagi, dokter saya wanita usia 52 tahun,. saya sering kesemutan, saat gula darah naik turun. btw saya penderita diabetes dok. saya mau hidup sehat namun pengetahuan yg saya browsing masih dikit, nanya dong dok sayuran yang harus dihindari pada warga seperti saya ini.","terima kasih atas pertanyaannya.kesemutan dapat dirasakan seperti tertusuk jarum atau mati rasa pada bagian tubuh tertentu. kesemutan sendiri paling sering dirasakan di bagian tubuh seperti tangan, kaki, maupun kepala. kondisi ini dapat terjadi baik sementara maupun jangka panjang, misalnya yang terjadi sementara akibat penekanan pada saraf tertentu, namun dapat hilang setelah penekanan tersebut menghilang. sedangkan kesemutan yang terjadi secara berkepanjangan dapat terjadi salah satunya pada penderita diabetes."
"dok saya kasian sama penjaga perpus sekolahan saya, dia wanita usia kira2 26 th. dia matanya menonjol dua2nya kaya mau keluar. jadi kitanya liat dia seakanakan dia sedang melotot. padahal dia sebenernya bilang tidak melotot dok. apa ya dok yg menyebabkan mata menonjol belo melotot itu dok terus apa cara untuk mengecilkan bola mata yang terlihat menonjol keluar","alo, terima kasih atas pertanyaannya untuk alodokter.kondisi mata yang tampak seperti melotot bisa saja merupakan tanda dari gejala eksoftalmus, yang disebabkan oleh gangguan hormon tiroid seperti hipertiroidisme, penyakit amta seperti glaukoma kongenital atau selulitis orbita, adanya tumor di rongga mata, atau riwayat cedera pada mata."
"halo dok, kenapa ya saya tuh sering pusing kalo berdiri lama. awalnya pandangan saya gelap, pusing terus lemas gitu dok.. gak cuma itu aja dok.. setiap kali saya mau duduk terus berdiri tibatiba juga pusing dok.. kemarin saya cek dokter dok, dia bilang pusing bisa karena saya stress, saya dikasih obat pusing. saya harus gimana ya dok bbrpa hari lalu saya tbtb pusing lagi..","pusing, lemas, hingga pandangan gelap saat berdiri lama bisa menandakan tekanan darah anda turun akibat pergerakan tubuh melawan gravitasi, atau disebut dengan hipotensi ortostatik. bisa juga, keluhan ini muncul karena beragam pencetus lain, seperti hipotensi karena pencetus lain, dehidrasi, kekurangan gula atau nutrisi tertentu, anemia, lemah jantung, dispepsia, syok, depresi, gangguan cemas, gangguan psikosomatis, vertigo, migrain, gangguan hati, dan sebagainya."
"saya jarang makan nasi, nasi saya ganti pake roti tawar sebagai karbo. sudah sebulan saya lakuin ini. yang dari bb saya 53 kg setelah mengganti nasi ke roti kok bb saya malah jadi 58 kg dokter. apakah sering makan roti tawar bikin gemuk dok","alo, terima kasih atas pertanyaannya untuk alodokter.roti tawar, terutama jenis roti tawar putih termasuk ke dalam jenis makanan dengan indeks glikemik yang tinggi, dimana pada konsumsinya yang berlebih maka dapat meningkatkan kadar gula darah secara cepat, meningkatkan nafsu makan, dan juga pada akhirnya dapat meningkatkan berat badan.oleh karena itu, anda perlu mengganti jenis karbohidrat yang anda biasa makan dengan jenis karbohidrat kompleks seperti roti gandum, beras atau nasi merah, dan kentang, dimana akan lebih aman dikonsumsi ketika sedang menerapkan program penurunan berat badan."
"di bawah telinga sebelah kiri saya ada benjolan dok, tp benjolannya tdk terasa sakit. kadang benjolannya mengecil, saya pernah cari di internet katanya itu adalah kelenjar getah bening, apakah benar dok apakah berbahaya mohon arahannya dok, saya harus apa.. terima kasih","alo, terima kasih atas pertanyaannya untuk alodokter.benjolan yang muncul pada area dekat telinga dapat terjadi karena adanya penyakit telinga seperti infeksi otitis media dan interna atau mastoiditis yaitu infeksi pada tulang telinga, dan dapat pula disebabkan oleh pembengkakan kelenjar getah bening yang dapat terjadi ketika mengalami infeksi seperti flu atau infeksi lainnya, dimana dapat membaik dengan sendirinya jika penyakit flu atau infeksi yang dialami dapat sembuh dengan sendirinya."
"sore dok saya mau tanya...bulan kemarin haid saya tidak teratur  2 hr haid trus berhenti trus haid lagi dan berhenti lg trus haid lg. tapi bulan ini haid saya telat udah 3 hari, kenapa bisa gitu dok","menstruasi yang tidak beraturan paling sering disebabkan oleh hormon yang tidak seimbang, misalnya karena pengaruh pubertas, perimenopause, stres, kelelahan, malas berolahraga, diet sembarangan, atau juga efek samping pengobatan tertentu. bukan itu saja, tidak teraturnya menstruasi anda mungkin juga terjadi karena faktor lain, misalnya endometriosis, adenomiosis, radang panggul, polip rahim, miom, sindroma ovarium polikistik, gangguan kelenjar tiroid, gangguan kelenjar hipofisis, dan banyak lagi penyakit kronis lainnya."
"beberapa hari yg lalu ketika saya mengejan saat bab, feses saya itu disertai dengan darah yg mengucur dok.. kenapa ya dok dengan tubuh saya","alo, selamat siangbab berdarah ialah terdapatnya fases yang disertai darah. bab berdarah yang darah merah segar disebut dengan hematochezia yang dimana pendarahan ini bisa jadi akibat gangguan pada saluran cerna bagian bawah, dimana perdarhan terletak di area yang tidak jauh dari dubur sehingga darah keluar dalam keadaan segar."
"dok saya kemaren saat kb suntik dan ngobrol2 sama bidan. dia menyarankan agar saya melakukan kb steril, tapi saya masih takut dok. memangnya seberapa efektif kb steril apa kegunaan dari kb steril apakah ada efek samping kb steril bagi kesehatan dok",kb steril atau sterilisasi merupakan metode paling efektif dalam mencegah kehamilan secara permanen. ada dua jenis kb steril untuk wanita yaitu implan tuba non operasi dan ligasi tuba operasi. implan tuba kb tanpa operasi yang dilakukan dengan cara memasukan dua logam kecil essure ke tuba falopi melalui vagina dan serviks dimana masingmasing tuba falopi diisi oleh satu logam. tuba falopi dapat menutup dengan sempurna 3 bulan setelah prosedur dipasangkan maka sangat disarankan sementara waktu menggunakan kb tambahan lainnya seperti kondom atau pil kb.
"hallo dok, saya mau konsultasi soal wajah saya dok, kenapa ya dok wajah saya kok kering, kusam dan tiap make up jg retak. gak bagus gini dok, apakah ada perawatan khusus yang dapat mengatasi masalah saya ini dokter","alo, terima kasih atas pertanyaannya untuk alodokter.pada jenis kulit wajah yang kering dan tidak disertai dengan menjaga kelembaban kulit yang tepat, maka dapat berisiko mempercepat penuaan kulit dan juga mengganggu penampilan, seperti penyatuan alas bedak yang kurang dapat menempel pada kulit wajah."
"dokter, dari kecil saya itu kurang suka sama buah2an, dan saya emang punya masalah pencernaan jg. suka sembelit. orang2 bilang kalau masalah saya ini gegara kurang serat dari buah2an. emang fungsi serat pada buah2an bagi tubuh itu manfaatnya apa aja sih dok tolong penjelasannya. thanks","alo, selamat malamsembelit atau konstipasi dikatakan jika mengalami frekuensi bab kurang dari 3 kali dalam seminggu, serta fases keras, mengejan saat buang air besar. sembelit dapat disebabkan karena kurang gerak, pola makan rendah serat, kurang konsumsi cairan, suka menahan bab, akibat cemas berlebihan dan lainnya. untuk mengatasi sembelit umumnya bisa melakukan penanganan dirumah secara mandiri seperti konsumsi air putih 23 liter seharihindari menahan babkonsumsi makanan tinggi atau kaya serat."
